0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,classes
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8440417392452615,0.9964435019579815,0.0,0.9602629513889184,0.5,0.7951672353008666,0.9930044599065526,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9602629513889184,0.0,0.9807143934563513,0.9903549838917163,0.7951672353008666,0.8440417392452615,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9807143934563513,0.0,0.9858552219993699,0.975526687091491,0.7951672353008666,0.9295534250454455,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9947387993473897,0.0,0.0,0.9898957727866763,0.8743340836219977,0.9959191599184657,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9723383008666762,0.0,0.0,0.0,0.7048327646991335,0.0,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.994464315415404,0.0,0.7951672353008666,0.9422841232473911,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.9979127295370355,0.9208331516788689,0.9861626192581294,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9900536254420992,0.0,0.0,0.9980590920734602,0.8948630865774932,0.9844757663633736,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9844757663633736,0.0,0.9734895107734577,0.9954527932440563,0.0,0.9939371378509365,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.8948630865774932,0.9697076556232638,0.0,0.0,0.9855338591935681,0.9470706478808203,0.936548965138893,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9840878201759484,0.0,0.0,0.0,0.9208331516788689,0.9511254960556053,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9888323777193981,0.8743340836219977,0.0,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9864569418318746,0.0,0.0,0.9903549838917163,0.8743340836219977,0.9858552219993699,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9902066222601985,0.0,0.9872693017980544,0.997493635892955,0.9470706478808203,0.9772732390123643,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.975526687091491,0.0,0.0,0.7048327646991335,0.9511254960556053,0.9900536254420992,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9208331516788689,0.9764322622593172,0.0,0.0,0.9963828811260078,0.9681954974876473,0.9923302533570547,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9897328294136366,0.0,0.9818158106487032,0.0,0.0,0.0,0.9886329979036909,0.9625948815174468,0.0,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9422841232473911,0.9723383008666762,0.0,0.0,0.9942648418915018,0.9470706478808203,0.0,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7048327646991335,0.9295534250454455,0.9848452496488564,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.9918386551749466,0.9470706478808203,0.9807143934563513,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.936548965138893,0.0,0.9890248844484466,0.9930044599065526,0.909665529398267,0.9902066222601985,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.909665529398267,0.0,0.9745487773040165,0.981281285356708,0.9470706478808203,0.9872693017980544,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7048327646991335,0.0,0.0,0.9968169276635882,0.8440417392452615,0.8440417392452615,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9827982477891337,0.9511254960556053,0.9879897312593258,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9794709970445046,0.0,0.9295534250454455,0.9907742723749111,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772732390123643,0.0,0.0,0.9867390064001997,0.8948630865774932,0.0,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9925977781090763,0.0,0.0,0.0,0.9576213907301072,0.7048327646991335,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9906386193251066,0.0,0.0,0.7048327646991335,0.9422841232473911,0.0,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9851975571792263,0.0,0.0,0.9921408959050638,0.936548965138893,0.0,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9422841232473911,0.9823206636533935,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.9963201579064958,0.9646685542237308,0.8440417392452615,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.936548965138893,0.9794709970445046,0.0,0.0,0.9967519681196828,0.936548965138893,0.9422841232473911,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958117724489208,0.9602629513889184,0.0,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.9942648418915018,0.0,0.0,0.9665245832868518,0.9602629513889184,0.8743340836219977,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.9877588209421515,0.0,0.9915122393230001,0.996070298230595,0.9576213907301072,0.909665529398267,2
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953532228722546,0.8440417392452615,0.0,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9576213907301072,0.9745487773040165,0.0,0.975526687091491,0.9745487773040165,0.9422841232473911,0.0,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9937588296381495,0.9546042580002793,0.0,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9848452496488564,0.9976333946476509,0.0,0.5,0.9982747473878677,0.9764322622593172,0.0,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.9602629513889184,0.0,0.0,0.9602629513889184,0.0,0.0,0.9208331516788689,0.9955481860467539,0.9422841232473911,0.0,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9875188587324953,0.0,0.0,0.9911586271917859,0.9295534250454455,0.0,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9780562887679781,0.9780562887679781,0.9723383008666762,0.9745487773040165,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9872693017980544,0.9422841232473911,0.0,2
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8440417392452615,0.0,0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8440417392452615,0.0,0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9681954974876473,0.0,0.0,0.0,0.9546042580002793,0.0,0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9546042580002793,0.0,0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.936548965138893,0.0,0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9855338591935681,0.909665529398267,0.0,0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9511254960556053,0.0,0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9546042580002793,0.0,0.9875188587324953,0.0,0.8948630865774932,0.0,0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8743340836219977,0.0,0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8743340836219977,0.0,0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9602629513889184,0.0,0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.936548965138893,0.0,0.9867390064001997,0.0,0.8948630865774932,0.0,0.8440417392452615,0.0,0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.9602629513889184,0.0,0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9625948815174468,0.0,0
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9295534250454455,0.0,0
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7951672353008666,0.9295534250454455,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8743340836219977,0.0,0.9295534250454455,0.0,0.5,0.975526687091491,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7048327646991335,0.9602629513889184,0.5,0.5,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9295534250454455,0.5,0.5,0.0,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9858552219993699,0.0,0.0,0.9646685542237308,0.7951672353008666,0.0,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7048327646991335,0.0,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7951672353008666,0.0,0.0,0.0,0.0,0.0,0.7951672353008666,0.0,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9470706478808203,0.0,0.0,0.0,0.5,0.9422841232473911,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.9734895107734577,0.5,0.0,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9208331516788689,0.9546042580002793,0.0,0.7048327646991335,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9422841232473911,0.0,0.0,0.0,0.0,0.8743340836219977,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8743340836219977,0.0,0.9422841232473911,0.0,0.0,0.0,0.8743340836219977,0.9422841232473911,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9745487773040165,0.0,0.0,0.9745487773040165,0.5,0.5,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9422841232473911,0.0,0.9208331516788689,0.9646685542237308,0.5,0.5,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.7951672353008666,0.0,0.8440417392452615,0.9697076556232638,0.7048327646991335,0.9208331516788689,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9745487773040165,0.0,0.0,0.9723383008666762,0.7048327646991335,0.5,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7048327646991335,0.9295534250454455,0.0,0.0,0.9625948815174468,0.7951672353008666,0.0,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8440417392452615,0.0,0.5,0.936548965138893,0.7048327646991335,0.5,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9818158106487032,0.0,0.0,0.936548965138893,0.5,0.9208331516788689,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9546042580002793,0.0,0.7951672353008666,0.0,0.5,0.5,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9710826421944466,0.987009563023251,0.0,0.8440417392452615,0.0,0.8743340836219977,0.5,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8440417392452615,0.9602629513889184,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.936548965138893,0.0,0.9823206636533935,0.8440417392452615,0.0,0.8440417392452615,0.0,0.8743340836219977,0.7951672353008666,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9836799920623798,0.9872693017980544,0.0,0.0,0.0,0.8743340836219977,0.0,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.7048327646991335,0.0,0.0,0.8743340836219977,0.0,0.0,0.0,0.9807143934563513,0.8743340836219977,0.5,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.936548965138893,0.0,0.9807143934563513,0.0,0.7951672353008666,0.9602629513889184,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8948630865774932,0.0,0.9208331516788689,0.9665245832868518,0.8743340836219977,0.9710826421944466,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.909665529398267,0.0,0.0,0.9602629513889184,0.0,0.8743340836219977,0.9807143934563513,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.8440417392452615,0.0,0.0,0.5,0.9938194196991037,0.0,0.9511254960556053,0.0,0.909665529398267,0.9697076556232638,2
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9646685542237308,0.0,0.0,0.7951672353008666,0.0,0.0,0.9208331516788689,0.8948630865774932,0.9208331516788689,2
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909665529398267,0.0,2
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9208331516788689,0.9723383008666762,2
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.7048327646991335,0.0,0.0,0.0,0.9295534250454455,0.0,0.0,0.909665529398267,0.8743340836219977,0.5,2
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9295534250454455,0.0,0.9511254960556053,0.0,0.7048327646991335,0.0,2
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7951672353008666,0.8948630865774932,0.9872693017980544,0.0,0.9546042580002793,0.9470706478808203,0.9208331516788689,0.9602629513889184,2
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7951672353008666,0.0,0.0,0.9734895107734577,0.909665529398267,0.9807143934563513,2
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9764322622593172,0.0,0.0,0.0,0.0,0.0,2
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8440417392452615,0.975526687091491,2
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9710826421944466,0.7951672353008666,0.0,2
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.9861626192581294,0.0,0.0,0.9745487773040165,0.8948630865774932,0.8743340836219977,2
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9970930806033912,0.8743340836219977,0.0,2
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9625948815174468,0.0,0.9422841232473911,0.0,2
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.9974433078322532,0.0,0.909665529398267,0.0,0.9208331516788689,0.0,2
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.8743340836219977,0.0,0.0,0.9875188587324953,0.0,0.9710826421944466,0.0,2
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9681954974876473,0.0,0.0,0.0,0.0,0.9646685542237308,0.9916239074103248,2
